player_name,exp_whiff_rate,n,exp_whiff_rate_FF,exp_whiff_rate_SI,exp_whiff_rate_SL,exp_whiff_rate_CH,exp_whiff_rate_CU,exp_whiff_rate_FC,n_FF,n_SI,n_SL,n_CH,n_CU,n_FC,f_p_str,exp_HR_rate,n1,exp_HR_rate_FF,exp_HR_rate_SI,exp_HR_rate_SL,exp_HR_rate_CH,exp_HR_rate_CU,exp_HR_rate_FC,n_FF1,n_SI1,n_SL1,n_CH1,n_CU1,n_FC1
Mitch White,0.21863636363636363,22,0.15,0.22,0.37,0,0.22,0,9,3,4,0,6,0,0.45454545454545453,0.030000000000000002,11,0.04,0.05,0.02,0,0.02,0,4,1,3,0,3,0
Brad Hand,0.21859872611464973,157,0.13,0.14,0.32,0,0.52,0,64,22,70,0,1,0,0.5697674418604651,0.040697674418604654,86,0.06,0.04,0.02,0,0,0,40,9,37,0,0,0
Mitch Keller,0.2178846153846154,156,0.17,0,0.35,0.22,0.24,0,99,0,32,2,23,0,0.47126436781609193,0.04114942528735632,87,0.05,0,0.02,0.01,0.04,0,50,0,17,2,18,0
Carlos Hernandez,0.2178813559322034,118,0.23,0.15,0,0.31,0.26,0,12,51,0,20,35,0,0.5373134328358209,0.03656716417910448,67,0.04,0.03,0,0.02,0.05,0,8,26,0,10,23,0
Pablo Lopez,0.2173951434878587,453,0.17,0.14,0,0.31,0.35,0.21,161,95,0,149,11,37,0.5941422594142259,0.028458333333333332,240,0.04,0.02,0,0.02,0.03,0.03,89,49,0,77,7,18
Pat Venditte,0.21739130434782608,23,0.3,0,0.2,0,0.28,0.14,4,0,5,0,6,8,0.7333333333333333,0.07466666666666667,15,0.05,0.06,0.07,0,0.03,0.13,3,1,2,0,4,5
Logan Webb,0.21723076923076923,390,0.15,0.12,0.35,0.29,0,0.19,135,58,43,132,0,22,0.5800865800865801,0.029388646288209613,229,0.04,0.02,0.03,0.02,0,0.03,90,30,23,74,0,12
Ryan Yarbrough,0.21677419354838712,403,0,0.11,0,0.32,0.35,0.16,0,81,0,122,39,161,0.6787330316742082,0.02959090909090909,220,0,0.03,0,0.02,0.01,0.04,0,40,0,60,23,97
Domingo Tapia,0.2167567567567568,37,0.28,0.14,0.26,0.5,0,0,16,18,2,1,0,0,0.47368421052631576,0.022631578947368423,19,0.03,0.01,0.03,0.03,0,0,8,7,3,1,0,0
David Hale,0.21669117647058822,136,0.15,0.16,0,0.32,0.24,0,69,7,0,45,15,0,0.6266666666666667,0.03653333333333333,75,0.04,0.03,0,0.03,0.04,0,35,4,0,22,14,0
Austin Voth,0.2166745283018868,424,0.18,0,0,0.24,0.31,0.24,264,0,0,14,85,61,0.5829596412556054,0.048699551569506734,223,0.05,0,0,0.03,0.03,0.08,131,0,0,12,49,31
Mike Soroka,0.21666666666666665,93,0.12,0.12,0.4,0.27,0,0,25,28,23,17,0,0,0.6140350877192983,0.034035087719298245,57,0.04,0.03,0.03,0.04,0,0,11,24,10,12,0,0
Roel Ramirez,0.21642857142857141,14,0.16,0,0.32,0.15,0,0,8,0,5,1,0,0,0.375,0.05,8,0.04,0,0.05,0.09,0,0,4,0,3,1,0,0
Adam Ottavino,0.21639705882352941,136,0,0.11,0.3,0.16,0,0.15,0,56,75,2,0,3,0.5529411764705883,0.035647058823529414,85,0,0.03,0.03,0,0,0.19,0,41,41,0,0,3
Ross Stripling,0.21636887608069164,347,0.14,0.2,0.24,0.28,0,0,138,1,67,141,0,0,0.639269406392694,0.03995412844036698,218,0.05,0,0.03,0.03,0.04,0,86,0,40,47,45,0
Jose Alvarez,0.21624999999999997,64,0.15,0.17,0.35,0.24,0,0.17,9,28,12,14,0,1,0.5357142857142857,0.02142857142857143,28,0.05,0.02,0.02,0.01,0,0,4,10,6,8,0,0
Zach Eflin,0.2161904761904762,441,0.22,0.14,0.31,0.25,0.33,0,42,219,98,25,57,0,0.636734693877551,0.025714285714285717,245,0.04,0.02,0.03,0.03,0.03,0,20,125,50,9,41,0
Chad Sobotka,0.21593750000000003,32,0.2,0,0.23,0,0,0.26,18,0,11,0,0,3,0.47368421052631576,0.03736842105263158,19,0.04,0,0.03,0,0,0.05,10,0,7,0,0,2
Taijuan Walker,0.21578666666666668,375,0.18,0.14,0,0.22,0.28,0.29,143,43,0,77,26,86,0.5758928571428571,0.044311111111111114,225,0.05,0.03,0,0.04,0.03,0.05,80,27,0,52,11,55
Antonio Senzatela,0.21569523809523808,525,0.13,0,0.36,0.23,0.31,0,286,0,137,61,41,0,0.6192052980132451,0.030231023102310232,303,0.03,0,0.03,0.04,0.02,0,165,0,85,30,23,0
Madison Bumgarner,0.21555873925501434,349,0.2,0.16,0,0.25,0.21,0.23,119,1,0,4,74,151,0.6902173913043478,0.054680851063829784,188,0.06,0,0,0.02,0.04,0.06,70,0,0,3,44,71
J.A. Happ,0.21554666666666666,375,0.21,0.15,0.29,0.28,0.2,0,145,110,60,56,4,0,0.649746192893401,0.037258883248730966,197,0.05,0.02,0.04,0.03,0.08,0,74,56,31,32,4,0
Adam Wainwright,0.21550588235294119,425,0.13,0.1,0,0.24,0.27,0.24,31,89,0,8,182,115,0.6755725190839694,0.03625954198473282,262,0.04,0.05,0,0.02,0.03,0.03,26,72,0,6,97,61
Erik Swanson,0.21535211267605633,71,0.19,0,0.29,0.37,0,0,57,0,9,5,0,0,0.6756756756756757,0.03783783783783784,37,0.04,0,0.04,0.02,0,0,25,0,8,4,0,0
John King,0.215,82,0.13,0.13,0.28,0.39,0,0,2,46,17,17,0,0,0.6274509803921569,0.02431372549019608,51,0.02,0.02,0.03,0.03,0,0,1,28,11,11,0,0
Kyle Keller,0.215,12,0.18,0,0,0,0.25,0,6,0,0,0,6,0,0.38461538461538464,0.040909090909090916,11,0.05,0,0,0,0.03,0,6,0,0,0,5,0
Jose Rodriguez,0.21499999999999997,18,0.19,0,0.24,0.24,0,0,9,0,7,2,0,0,0.375,0.06625,8,0.07,0,0.06,0.06,0,0,5,0,2,1,0,0
Cole Hamels,0.21479999999999996,25,0.23,0.09,0,0.29,0.26,0.15,3,4,0,10,2,6,0.6428571428571429,0.03928571428571429,14,0.07,0.02,0,0.03,0,0.15,1,3,0,9,0,1
Dakota Hudson,0.21452554744525548,274,0.08,0.13,0.33,0.3,0.4,0,69,88,64,5,48,0,0.6266666666666667,0.024666666666666667,150,0.03,0.02,0.03,0.02,0.02,0,40,53,30,2,25,0
Spencer Howard,0.21428571428571427,210,0.18,0,0.28,0.23,0.18,0,111,0,54,36,9,0,0.6902654867256637,0.045575221238938056,113,0.05,0,0.03,0.05,0.05,0,59,0,25,23,6,0
Nabil Crismatt,0.21419354838709675,62,0.15,0.12,0,0.26,0.26,0,8,14,0,30,10,0,0.7666666666666667,0.04533333333333334,30,0.05,0.06,0,0.04,0.03,0,7,6,0,14,3,0
Josh Tomlin,0.2140845070422535,284,0.15,0,0,0.2,0.3,0.2,48,0,0,6,64,166,0.6770186335403726,0.0408695652173913,161,0.07,0.1,0,0.02,0.02,0.04,26,1,0,5,30,99
Kyle Finnegan,0.2138502673796791,187,0.16,0.17,0.35,0.24,0,0,1,130,39,17,0,0,0.5728155339805825,0.035825242718446594,103,0.05,0.03,0.04,0.06,0,0,1,68,22,12,0,0
Adam Plutko,0.21372881355932202,236,0.2,0,0.24,0.24,0.2,0,132,0,71,10,23,0,0.5948275862068966,0.0421551724137931,116,0.05,0,0.03,0.06,0.03,0,66,0,34,3,13,0
Archie Bradley,0.21354838709677418,124,0.16,0.15,0,0.3,0,0,68,8,0,48,0,0,0.6388888888888888,0.042777777777777776,72,0.05,0.03,0,0.04,0.03,0,42,3,0,8,19,0
Dereck Rodriguez,0.21333333333333335,42,0.17,0,0,0,0.24,0.28,20,0,0,0,15,7,0.5,0.037083333333333336,24,0.04,0,0,0,0.03,0.04,14,0,0,0,7,3
Cory Gearrin,0.2130769230769231,13,0,0.13,0.27,0.19,0,0,0,3,6,4,0,0,0.5714285714285714,0.04,7,0,0.02,0.05,0.01,0,0,0,1,5,1,0,0
Marcus Walden,0.21301470588235294,136,0.12,0.13,0.29,0,0,0.24,18,26,27,0,0,65,0.625,0.025555555555555554,72,0.03,0.03,0.03,0,0,0.02,14,15,11,0,0,32
Ryan Meisinger,0.21285714285714286,21,0.19,0.15,0.28,0.15,0,0,7,4,8,2,0,0,0.3076923076923077,0.036153846153846154,13,0.05,0.03,0.03,0.01,0,0,5,1,6,1,0,0
Justus Sheffield,0.212845953002611,383,0.18,0.13,0.31,0.21,0,0,1,166,144,72,0,0,0.6266094420600858,0.023760683760683764,234,0.04,0.02,0.02,0.04,0,0,1,107,83,43,0,0
Rony Garcia,0.21258823529411766,170,0.18,0,0.32,0.22,0,0,114,0,33,23,0,0,0.4895833333333333,0.03875,96,0.04,0,0.04,0.03,0,0,67,0,17,12,0,0
Mike Montgomery,0.2123809523809524,42,0.08,0.16,0,0.29,0.1,0.24,5,5,0,12,4,16,0.43478260869565216,0.04869565217391305,23,0.04,0.02,0,0.05,0.1,0.07,5,5,0,6,1,6
Tyler Clippard,0.21219895287958115,191,0.25,0.16,0,0.22,0.12,0,33,38,0,118,2,0,0.6428571428571429,0.060000000000000005,98,0.06,0.06,0,0.06,0,0,14,12,0,72,0,0
Matt Dermody,0.21200000000000002,5,0,0.18,0,0.26,0,0,0,3,0,2,0,0,0.3333333333333333,0.043333333333333335,3,0,0.05,0,0.03,0,0,0,2,0,1,0,0
Shane Greene,0.21200000000000002,160,0.24,0.11,0.28,0.29,0,0.26,2,61,38,25,0,34,0.6261682242990654,0.029259259259259256,108,0.05,0.03,0.03,0.02,0,0.03,3,45,19,14,0,27
Tyler Bashlor,0.2118965517241379,58,0.25,0.18,0.25,0.22,0,0,6,29,17,6,0,0,0.5945945945945946,0.03578947368421053,38,0.04,0.04,0.03,0.04,0,0,1,19,16,2,0,0
Tyler Webb,0.2118681318681319,182,0.17,0.15,0,0.4,0.19,0,86,36,0,34,26,0,0.5632183908045977,0.029655172413793104,87,0.03,0.03,0,0.02,0.04,0,40,12,0,19,16,0
Anthony Banda,0.21109090909090908,55,0.15,0,0,0.23,0,0.23,13,0,0,41,0,1,0.5833333333333334,0.051388888888888894,36,0.04,0,0,0.06,0,0.03,14,0,0,21,0,1
Jaime Barria,0.2109716599190283,247,0.17,0.13,0.24,0.24,0,0,71,20,129,27,0,0,0.7196969696969697,0.05,131,0.05,0.03,0.05,0.06,0,0,37,9,67,18,0,0
Clarke Schmidt,0.21036363636363636,55,0.17,0.14,0.33,0.17,0,0,12,22,18,3,0,0,0.5151515151515151,0.0196969696969697,33,0.03,0.02,0.01,0,0,0,12,8,13,0,0,0
Dean Kremer,0.2102027027027027,148,0.21,0.13,0,0.18,0.24,0.23,65,19,0,1,32,31,0.42168674698795183,0.04349397590361446,83,0.05,0.05,0,0.13,0.03,0.04,32,10,0,1,22,18
Richard Bleier,0.21018867924528303,106,0,0.12,0.46,0.22,0,0.2,0,60,22,8,0,16,0.7272727272727273,0.024696969696969696,66,0,0.03,0.01,0.02,0,0.03,0,34,15,5,0,12
Corey Kluber,0.21000000000000002,8,0.1,0.13,0,0.16,0.25,0.27,1,1,0,1,3,2,0.3333333333333333,0.04666666666666667,3,0,0.05,0,0.04,0,0,0,2,0,1,0,0
Aaron Fletcher,0.20973684210526317,38,0,0.13,0.4,0.25,0,0,0,24,9,5,0,0,0.5862068965517241,0.027931034482758618,29,0,0.03,0.02,0.03,0,0,0,20,6,3,0,0
Jordan Yamamoto,0.20965217391304347,115,0.13,0.13,0.3,0.21,0.38,0.24,43,14,24,2,10,22,0.5606060606060606,0.039552238805970155,67,0.05,0.07,0.01,0.09,0.02,0.03,23,8,11,2,4,19
Chris Martin,0.20945205479452056,146,0.26,0.14,0.3,0.29,0,0.21,3,64,33,16,0,30,0.676923076923077,0.03446153846153847,65,0.03,0.04,0.02,0.01,0,0.05,3,27,12,8,0,15
Bruce Zimmermann,0.20942307692307693,52,0.11,0,0.4,0.21,0,0,25,0,13,14,0,0,0.5161290322580645,0.05322580645161291,31,0.04,0,0.06,0.07,0.04,0,13,0,10,7,1,0
Yonny Chirinos,0.20935483870967744,93,0.13,0.11,0.4,0.39,0,0,8,53,12,20,0,0,0.5192307692307693,0.029615384615384613,52,0.05,0.03,0.03,0.02,0,0,4,32,6,10,0,0
Wade LeBlanc,0.20926829268292682,164,0.1,0.13,0,0.27,0.24,0.17,7,22,0,69,13,53,0.6796116504854369,0.041747572815533984,103,0.07,0.02,0,0.04,0.07,0.05,2,21,0,40,7,33
Lewis Thorpe,0.2090909090909091,121,0.16,0,0.26,0.25,0.16,0,53,0,45,16,7,0,0.6447368421052632,0.03727272727272728,77,0.04,0,0.03,0.05,0.03,0,32,0,29,12,4,0
Sean Manaea,0.20893401015228424,394,0,0.15,0.23,0.28,0.25,0,0,197,16,128,53,0,0.6531531531531531,0.031711711711711714,222,0,0.03,0.02,0.03,0.05,0,0,121,12,64,25,0
Bobby Wahl,0.2088235294117647,17,0.27,0,0.14,0,0,0,9,0,8,0,0,0,0.36363636363636365,0.04,11,0.04,0,0.04,0,0,0,8,0,3,0,0,0
Bryan Abreu,0.20882352941176469,17,0.2,0.12,0.22,0.11,0.35,0,2,3,9,1,2,0,0.4,0.05250000000000001,20,0.05,0.05,0.06,0.04,0.04,0,3,4,9,1,3,0
Framber Valdez,0.20852822580645164,496,0.23,0.14,0,0.2,0.32,0,5,278,0,40,173,0,0.6131147540983607,0.021241830065359478,306,0.02,0.03,0,0.02,0.01,0,3,161,0,19,123,0
Brusdar Graterol,0.20848275862068966,145,0.25,0.14,0.39,0.27,0,0,5,102,37,1,0,0,0.6818181818181818,0.01818181818181818,88,0.01,0.01,0.04,0.01,0,0,1,62,24,1,0,0
Brett Anderson,0.20802985074626865,335,0.14,0.14,0.26,0.27,0,0.19,4,131,49,117,0,34,0.6600985221674877,0.02881773399014778,203,0.03,0.02,0.05,0.03,0.05,0.02,1,85,30,55,11,21
Joel Payamps,0.20764705882352943,17,0.17,0.17,0.33,0,0,0,10,3,4,0,0,0,0.23076923076923078,0.03769230769230769,13,0.04,0.02,0.05,0,0,0,10,2,1,0,0,0
Jarlin Garcia,0.20754385964912284,114,0.12,0,0.29,0.27,0,0,52,0,34,28,0,0,0.6438356164383562,0.04397260273972603,73,0.04,0,0.03,0.07,0,0,34,0,22,17,0,0
Randy Rosario,0.2072727272727273,33,0.09,0.1,0.32,0.15,0,0,3,13,16,1,0,0,0.6666666666666666,0.023809523809523808,21,0.01,0.03,0.02,0,0,0,2,10,9,0,0,0
Blake Cederlind,0.20714285714285713,28,0,0.15,0,0,0,0.31,0,18,0,0,0,10,0.5625,0.02875,16,0,0.02,0,0,0,0.04,0,9,0,0,0,7
Dane Dunning,0.20711999999999997,250,0.16,0.11,0.38,0.24,0,0,52,98,62,38,0,0,0.5633802816901409,0.03147887323943662,142,0.04,0.03,0.03,0.03,0.02,0,27,60,39,10,6,0
Kolby Allard,0.20703703703703705,297,0.2,0,0,0.23,0.2,0.21,134,0,0,34,22,107,0.6339869281045751,0.032810457516339875,153,0.04,0,0,0.05,0.02,0.02,62,0,0,24,14,53
Chris Bassitt,0.20683371298405467,439,0.21,0.13,0.5,0.22,0.32,0.24,76,164,14,46,38,101,0.5687022900763359,0.034770992366412214,262,0.04,0.03,0.03,0.04,0.03,0.04,39,104,8,31,25,55
Justin Dunn,0.20677811550151975,329,0.15,0,0.32,0.19,0.24,0,172,0,70,21,66,0,0.5736040609137056,0.04680203045685279,197,0.06,0,0.02,0.06,0.04,0,107,0,49,9,32,0
Kyle Hart,0.20669902912621357,103,0.19,0.13,0.16,0.32,0.34,0,22,13,40,25,3,0,0.5671641791044776,0.03611940298507463,67,0.04,0.03,0.04,0.03,0.04,0,10,13,30,13,1,0
Evan Phillips,0.20618181818181822,110,0.16,0,0.28,0.38,0,0,76,0,24,10,0,0,0.6176470588235294,0.03558823529411764,68,0.04,0,0.03,0.02,0,0,44,0,18,6,0,0
Homer Bailey,0.2059375,64,0.11,0.15,0.21,0.33,0,0,26,1,17,20,0,0,0.5757575757575758,0.05363636363636363,33,0.06,0,0.05,0.03,0.11,0,14,0,10,7,2,0
Jordan Lyles,0.20572769953051648,426,0.17,0.13,0.26,0.24,0.24,0,199,17,60,39,111,0,0.5902255639097744,0.040410447761194034,268,0.05,0.03,0.03,0.04,0.03,0,127,12,27,25,77,0
Jimmy Lambert,0.2057142857142857,14,0.13,0,0.27,0.26,0,0,6,0,2,6,0,0,0.625,0.02625,8,0.04,0,0.02,0.01,0,0,4,0,1,3,0,0
Silvino Bracho,0.20555555555555557,9,0.15,0,0,0.25,0,0,4,0,0,5,0,0,0.4,0.036,5,0.06,0,0,0.02,0,0,2,0,0,3,0,0
Walker Lockett,0.2053448275862069,116,0.08,0.12,0,0.24,0.29,0.19,3,32,0,29,29,23,0.6575342465753424,0.03136986301369863,73,0.04,0.02,0,0.03,0.04,0.04,2,24,0,15,20,12
Sean Newcomb,0.20520325203252035,123,0.19,0,0.2,0.26,0.2,0,74,0,9,23,17,0,0.5,0.03457142857142857,70,0.03,0,0.03,0.04,0.04,0,32,0,6,17,15,0
Taylor Guilbeau,0.20500000000000002,52,0.15,0.13,0.33,0.32,0,0,1,31,8,12,0,0,0.4166666666666667,0.024999999999999998,36,0,0.03,0.03,0.01,0,0,0,19,8,9,0,0
Robbie Erlin,0.204811320754717,212,0.2,0.18,0,0.2,0.23,0,128,3,0,45,36,0,0.5950413223140496,0.04859504132231405,121,0.06,0.05,0,0.03,0.04,0,66,1,0,29,25,0
Michael Fulmer,0.20473684210526316,228,0.15,0.11,0.33,0.33,0.3,0,58,81,60,19,10,0,0.5220588235294118,0.031323529411764695,136,0.04,0.03,0.03,0.02,0.02,0,32,59,31,11,3,0
AJ Ramos,0.20451612903225805,31,0.17,0.16,0.21,0.26,0,0.23,11,3,2,4,0,11,0.4,0.034666666666666665,15,0.03,0.02,0,0.05,0,0.04,6,2,0,2,0,5
Stefan Crichton,0.20344444444444443,180,0.07,0.12,0,0,0.39,0,2,122,0,0,56,0,0.6,0.03333333333333333,105,0,0.03,0,0,0.04,0,0,70,0,0,35,0
Antonio Santos,0.20338709677419353,62,0.11,0.08,0.37,0.29,0,0,33,3,15,11,0,0,0.5675675675675675,0.04083333333333334,36,0.05,0.02,0.04,0.02,0,0,19,3,9,5,0,0
Nick Margevicius,0.20324324324324325,296,0.19,0,0.21,0.24,0.28,0,203,0,51,22,20,0,0.591715976331361,0.03726190476190477,168,0.04,0,0.04,0.02,0.03,0,114,0,24,16,14,0
Wilmer Font,0.20260115606936416,173,0.19,0.14,0.34,0.32,0.23,0,103,35,14,11,10,0,0.5432098765432098,0.04333333333333334,81,0.05,0.03,0.04,0.05,0.04,0,42,20,7,5,7,0
Daniel Ponce de Leon,0.20130434782608694,299,0.17,0,0,0.19,0.25,0.31,209,0,0,9,36,45,0.5664335664335665,0.04685314685314686,143,0.05,0,0,0.02,0.05,0.04,92,0,0,7,20,24
Zack Littell,0.2006666666666667,60,0.18,0,0.23,0.22,0,0,34,0,20,6,0,0,0.5483870967741935,0.04870967741935484,31,0.05,0,0.05,0.04,0,0,15,0,12,4,0,0
Jimmy Cordero,0.20057416267942588,209,0.16,0.14,0.38,0.24,0,0.26,20,118,36,29,0,6,0.6129032258064516,0.02450819672131148,122,0.03,0.02,0.03,0.03,0.04,0.03,10,68,23,18,1,2
Jesus Cruz,0.20052631578947366,19,0.12,0.19,0.11,0.37,0,0,8,1,4,6,0,0,0.2857142857142857,0.04142857142857143,7,0.07,0.06,0.03,0.02,0,0,2,1,1,3,0,0
Nestor Cortes,0.20015873015873015,63,0.23,0.12,0.22,0.16,0.1,0,23,1,26,3,10,0,0.6136363636363636,0.043720930232558144,43,0.06,0.05,0.03,0.06,0.03,0,17,1,15,2,8,0
Daulton Jefferies,0.20000000000000004,26,0.23,0.11,0,0.31,0.2,0.19,10,5,0,2,2,7,0.6923076923076923,0.05153846153846154,13,0.04,0,0,0.06,0.05,0.07,6,0,0,2,2,3
Sean Gilmartin,0.2,35,0.11,0.09,0.24,0.25,0,0,7,4,13,11,0,0,0.625,0.05916666666666667,24,0.05,0.09,0.03,0.1,0,0,5,3,10,6,0,0
Kendall Graveman,0.19930232558139532,129,0.27,0.15,0.36,0.28,0.12,0.21,13,72,3,27,2,12,0.5844155844155844,0.023636363636363636,77,0.04,0.02,0.03,0.02,0,0.03,9,46,2,12,0,8
Franklyn Kilome,0.1992708333333333,96,0.18,0.14,0,0.29,0.25,0,9,44,0,15,28,0,0.5344827586206896,0.03862068965517241,58,0.04,0.04,0,0.03,0.04,0,3,30,0,8,17,0
Geoff Hartlieb,0.19917159763313608,169,0.07,0.14,0.29,0,0,0,5,95,69,0,0,0,0.5346534653465347,0.024752475247524754,101,0.04,0.02,0.03,0,0,0,5,58,38,0,0,0
Wil Crowe,0.1988888888888889,72,0.13,0.13,0.3,0.3,0.06,0,25,15,22,8,2,0,0.43478260869565216,0.035869565217391305,46,0.05,0.03,0.02,0.03,0.03,0,19,9,11,6,1,0
Tony Watson,0.19838235294117648,136,0.12,0.13,0.39,0.22,0,0,4,49,11,72,0,0,0.6486486486486487,0.029459459459459457,74,0.03,0.03,0.02,0.03,0,0,2,28,4,40,0,0
Phillips Valdez,0.19812182741116752,197,0,0.13,0.25,0.24,0,0,0,76,11,110,0,0,0.48148148148148145,0.030526315789473683,133,0,0.03,0.04,0.03,0,0,0,55,7,71,0,0
Johan Oviedo,0.19805128205128203,195,0.12,0,0.3,0.32,0.34,0,114,0,63,4,14,0,0.5178571428571429,0.029732142857142856,112,0.03,0,0.03,0.02,0.03,0,69,0,31,3,9,0
Justin Topa,0.1976923076923077,65,0.05,0.13,0.41,0,0,0,1,48,16,0,0,0,0.5333333333333333,0.016,30,0.03,0.01,0.03,0,0,0,1,21,8,0,0,0
Jake Woodford,0.19722222222222222,162,0.17,0.12,0.22,0.27,0.26,0,77,8,54,4,19,0,0.6352941176470588,0.034823529411764705,85,0.04,0.03,0.03,0.02,0.03,0,42,8,25,1,9,0
Ivan Nova,0.197196261682243,107,0.12,0.1,0,0.24,0.39,0,10,52,0,19,26,0,0.6417910447761194,0.028955223880597014,67,0.05,0.03,0,0.01,0.02,0,10,38,0,8,11,0
Jake Arrieta,0.19719594594594594,296,0.29,0.11,0.22,0.31,0.31,0,1,125,93,62,15,0,0.5957446808510638,0.027446808510638295,188,0,0.02,0.04,0.03,0.02,0,0,92,49,42,5,0
T.J. Zeuch,0.19696202531645568,79,0.02,0.14,0.36,0.26,0,0.22,4,40,13,9,0,13,0.5106382978723404,0.028085106382978724,47,0.05,0.02,0.03,0.04,0,0.04,2,25,8,6,0,6
Mike Minor,0.1968957871396896,451,0.17,0,0.22,0.23,0,0,232,0,101,118,0,0,0.5991561181434599,0.03811715481171549,239,0.03,0,0.05,0.05,0.01,0,114,0,51,60,14,0
Jhoulys Chacin,0.19685714285714284,35,0.12,0.13,0,0.18,0.26,0,2,13,0,3,17,0,0.5416666666666666,0.030416666666666665,24,0.05,0.03,0,0.02,0.03,0,2,9,0,3,10,0
Robert Gsellman,0.19685483870967743,124,0.16,0.16,0.29,0.25,0.21,0,22,61,28,7,6,0,0.5070422535211268,0.04225352112676056,71,0.05,0.04,0.04,0.05,0.03,0,17,30,17,3,4,0
John Schreiber,0.19677685950413226,121,0.14,0.13,0,0.22,0.29,0,61,5,0,19,36,0,0.6142857142857143,0.039999999999999994,69,0.04,0.04,0,0.04,0.04,0,34,4,0,10,21,0
Jon Lester,0.19671910112359547,445,0.14,0.15,0,0.3,0.35,0.18,108,62,0,71,30,174,0.5886792452830188,0.03460377358490566,265,0.05,0.03,0,0.02,0.04,0.03,71,35,0,38,18,103
Ian Gibaut,0.19653465346534654,101,0.18,0,0.19,0.28,0,0,60,0,27,14,0,0,0.543859649122807,0.04137931034482759,58,0.04,0,0.04,0.04,0.12,0,38,0,12,7,1,0
Joe Biagini,0.19652173913043477,46,0.09,0.15,0,0.35,0.44,0.26,7,28,0,1,7,3,0.2962962962962963,0.029629629629629627,27,0.03,0.03,0,0.02,0.03,0.03,3,16,0,1,4,3
Adrian Houser,0.19640000000000002,450,0.19,0.14,0.27,0.27,0.32,0,78,221,59,55,37,0,0.624,0.025582329317269073,249,0.04,0.02,0.03,0.02,0.03,0,41,125,37,26,20,0
Julio Teheran,0.19608695652173913,253,0.2,0.12,0.29,0.18,0.31,0,52,93,57,33,18,0,0.5337837837837838,0.03662162162162162,148,0.05,0.03,0.04,0.03,0.02,0,34,55,36,17,6,0
Jeff Brigham,0.196,10,0.21,0,0.14,0,0,0,8,0,2,0,0,0,0.2,0.048,5,0.05,0,0.04,0,0,0,4,0,1,0,0,0
Juan Nicasio,0.19588235294117648,17,0,0.12,0.51,0.24,0,0,0,13,3,1,0,0,0.5454545454545454,0.034545454545454546,11,0,0.04,0.02,0,0,0,0,8,3,0,0,0
Aaron Loup,0.19567073170731708,164,0,0.16,0,0.31,0.19,0.22,0,81,0,13,10,60,0.6170212765957447,0.04117021276595745,94,0,0.03,0,0.04,0.01,0.06,0,47,0,8,4,35
Erick Fedde,0.19552407932011331,353,0.07,0.13,0,0.31,0.35,0.28,53,157,0,29,57,57,0.6284403669724771,0.024181818181818183,220,0.04,0.02,0,0.02,0.03,0.02,31,105,0,21,30,33
Alec Mills,0.19521634615384617,416,0.14,0.11,0.39,0.31,0.27,0,99,158,33,77,49,0,0.610236220472441,0.037362204724409445,254,0.06,0.03,0.02,0.03,0.04,0,57,113,14,40,30,0
Joey Lucchesi,0.19491228070175437,57,0,0.16,0,0,0.29,0.1,0,30,0,0,19,8,0.53125,0.05687500000000001,32,0,0.05,0,0,0.06,0.07,0,16,0,0,10,6
Javy Guerra,0.1948616600790514,253,0.13,0.15,0.38,0.37,0.17,0,98,91,43,15,6,0,0.6131386861313869,0.03255474452554744,137,0.05,0.02,0.03,0.02,0.03,0,49,56,22,7,3,0
Matt Strahm,0.19462068965517243,145,0.16,0.15,0.32,0.2,0.23,0,40,43,16,11,35,0,0.6309523809523809,0.027619047619047623,84,0.04,0.02,0.03,0.06,0.01,0,26,25,10,5,18,0
Adam Cimber,0.19447619047619047,105,0.21,0.18,0.19,0,0,0,35,23,47,0,0,0,0.6481481481481481,0.055555555555555566,54,0.07,0.07,0.04,0,0,0,10,18,26,0,0,0
Dellin Betances,0.19404761904761905,84,0.14,0,0.21,0.25,0,0,38,0,13,33,0,0,0.4666666666666667,0.042,60,0.04,0,0.02,0,0.06,0,28,0,13,0,19,0
Brad Peacock,0.19363636363636363,22,0,0.13,0.33,0.13,0,0,0,13,7,2,0,0,0.6666666666666666,0.034999999999999996,12,0,0.04,0.03,0.03,0,0,0,6,4,2,0,0
Phil Bickford,0.1931578947368421,19,0.21,0,0,0,0.05,0,17,0,0,0,2,0,0.625,0.052500000000000005,8,0.05,0,0,0,0.07,0,7,0,0,0,1,0
Jorge Lopez,0.19195571955719556,271,0.15,0.12,0,0.3,0,0,62,111,0,98,0,0,0.5771428571428572,0.034114285714285715,175,0.05,0.03,0,0.03,0.03,0,36,78,0,19,42,0
Jared Hughes,0.19193548387096776,186,0.11,0.13,0,0.23,0.33,0,9,105,0,27,45,0,0.6388888888888888,0.030280373831775703,107,0.05,0.02,0,0.04,0.04,0,10,57,0,15,25,0
Kwang Hyun Kim,0.19136690647482016,278,0.14,0,0.25,0.28,0.11,0,130,0,107,22,19,0,0.564935064935065,0.02993421052631579,152,0.03,0,0.03,0.02,0.04,0,71,0,60,11,10,0
Sam Gaviglio,0.19105263157894736,19,0,0.09,0.24,0.18,0.35,0,0,8,7,1,3,0,0.47058823529411764,0.039999999999999994,17,0,0.06,0.03,0.02,0.02,0,0,7,6,1,3,0
