player_name,exp_whiff_rate,n,exp_whiff_rate_FF,exp_whiff_rate_SI,exp_whiff_rate_SL,exp_whiff_rate_CH,exp_whiff_rate_CU,exp_whiff_rate_FC,n_FF,n_SI,n_SL,n_CH,n_CU,n_FC,f_p_str,exp_HR_rate,n1,exp_HR_rate_FF,exp_HR_rate_SI,exp_HR_rate_SL,exp_HR_rate_CH,exp_HR_rate_CU,exp_HR_rate_FC,n_FF1,n_SI1,n_SL1,n_CH1,n_CU1,n_FC1
Robert Stock,0.26745283018867927,106,0.2,0,0.46,0.33,0,0,74,0,23,9,0,0,0.532258064516129,0.0332258064516129,62,0.04,0,0.01,0.03,0,0,44,0,12,6,0,0
Tarik Skubal,0.26731292517006805,294,0.22,0,0.34,0.31,0.59,0.15,182,0,49,53,9,1,0.582089552238806,0.04676691729323309,133,0.05,0,0.03,0.06,0.02,0.03,72,0,31,27,2,1
Brandon Woodruff,0.26725862068965517,580,0.25,0.18,0.42,0.36,0.34,0,231,172,50,106,21,0,0.6666666666666666,0.025532646048109963,291,0.03,0.02,0.04,0.02,0.02,0,113,87,24,54,13,0
Jonathan Loaisiga,0.26711956521739133,184,0.27,0.16,0,0.33,0.43,0,72,55,0,36,21,0,0.6435643564356436,0.030404040404040406,99,0.03,0.02,0,0.04,0.04,0,35,30,0,20,14,0
Daniel Norris,0.2665948275862069,232,0.2,0,0.29,0.36,0,0,114,0,49,69,0,0,0.5603448275862069,0.03362068965517241,116,0.04,0,0.04,0.02,0,0,58,0,21,37,0,0
Alex Vesia,0.26583333333333337,60,0.23,0,0.38,0.4,0,0,47,0,3,10,0,0,0.5185185185185185,0.044814814814814814,27,0.05,0,0.03,0.03,0,0,20,0,3,4,0,0
Luis Perdomo,0.2657851239669421,121,0.09,0.11,0.34,0.31,0,0,4,30,51,36,0,0,0.6891891891891891,0.026891891891891888,74,0.04,0.03,0.02,0.03,0,0,2,26,25,21,0,0
Keury Mella,0.26565789473684215,76,0.14,0.15,0.51,0,0,0,21,30,25,0,0,0,0.6666666666666666,0.032857142857142856,42,0.05,0.02,0.03,0,0,0,14,16,12,0,0,0
Taylor Clarke,0.26534426229508196,305,0.18,0,0.36,0.29,0.33,0,135,0,95,58,17,0,0.6483516483516484,0.0387292817679558,181,0.05,0,0.03,0.03,0.03,0,79,0,54,38,10,0
Greg Holland,0.26515,200,0.18,0,0.31,0.1,0.28,0,63,0,117,1,19,0,0.5945945945945946,0.02333333333333333,111,0.03,0,0.02,0,0.02,0,37,0,64,0,10,0
Matt Wisler,0.2649756097560976,205,0.17,0,0.28,0,0,0,28,0,177,0,0,0,0.6074766355140186,0.03532710280373831,107,0.06,0,0.03,0,0,0,19,0,88,0,0,0
Kyle Gibson,0.26452431289640593,473,0.13,0.12,0.43,0.36,0.32,0,62,157,118,99,37,0,0.6534653465346535,0.029534883720930234,301,0.04,0.03,0.03,0.02,0.03,0,44,127,50,58,22,0
Jordan Weems,0.264421052631579,95,0.2,0,0.38,0.38,0,0,61,0,14,20,0,0,0.631578947368421,0.03586206896551724,58,0.04,0,0.03,0.03,0,0,34,0,12,12,0,0
Clayton Kershaw,0.26378446115288223,399,0.22,0,0.31,0,0.21,0,136,0,201,0,62,0,0.7185929648241206,0.04150753768844222,199,0.04,0,0.05,0,0.02,0,61,0,102,0,36,0
Genesis Cabrera,0.2637735849056604,159,0.26,0.17,0,0.33,0.24,0,92,7,0,27,33,0,0.4270833333333333,0.02697916666666667,96,0.03,0.06,0,0.04,0.01,0,52,4,0,13,27,0
Kyle Funkhouser,0.26369565217391305,138,0.16,0.17,0.39,0.35,0,0,39,37,54,8,0,0,0.5432098765432098,0.02950617283950617,81,0.04,0.02,0.03,0.03,0,0,20,24,34,3,0,0
Dany Jimenez,0.2636363636363636,11,0.19,0,0,0,0.47,0.16,7,0,0,0,3,1,0.375,0.04,8,0.04,0,0,0,0.04,0,4,0,0,0,4,0
Anthony DeSclafani,0.2635338345864661,266,0.24,0.14,0.36,0.3,0,0,81,64,90,31,0,0,0.5740740740740741,0.03024844720496895,161,0.04,0.03,0.02,0.04,0.03,0,42,59,45,7,8,0
Huascar Ynoa,0.26331521739130437,184,0.12,0,0.39,0.27,0,0,81,0,91,12,0,0,0.61,0.043838383838383836,99,0.05,0,0.04,0.02,0,0,48,0,46,5,0,0
Hunter Strickland,0.263125,32,0.2,0.17,0.36,0,0,0,17,2,13,0,0,0,0.5625,0.036250000000000004,16,0.04,0,0.03,0.05,0,0,8,0,7,1,0,0
Chance Adams,0.2627027027027027,74,0.18,0,0.17,0.43,0.37,0,40,0,2,1,31,0,0.6153846153846154,0.031,40,0.04,0,0.03,0.01,0.02,0,22,0,1,1,16,0
Logan Allen,0.26228571428571434,70,0.16,0,0.36,0.42,0.22,0,30,0,24,7,9,0,0.5306122448979592,0.025510204081632654,49,0.03,0,0.02,0.01,0.03,0,24,0,16,3,6,0
Matthew Boyd,0.26218631178707225,526,0.18,0.14,0.32,0.41,0.32,0,268,17,108,113,20,0,0.5940959409594095,0.03690036900369004,271,0.05,0.03,0.02,0.03,0.02,0,130,12,57,56,16,0
Johan Quezada,0.26199999999999996,30,0.15,0,0.39,0,0,0,16,0,14,0,0,0,0.6666666666666666,0.03416666666666667,12,0.04,0,0.03,0,0,0,5,0,7,0,0,0
Brooks Kriske,0.26130434782608697,46,0.2,0,0.31,0.46,0,0,34,0,2,10,0,0,0.5909090909090909,0.028636363636363637,22,0.04,0,0.03,0.01,0,0,13,0,1,8,0,0
Carlos Rodon,0.26033333333333336,60,0.15,0,0.3,0.44,0,0,28,0,19,13,0,0,0.6285714285714286,0.038857142857142854,35,0.04,0,0.04,0.03,0,0,16,0,15,4,0,0
Tyler Duffey,0.26028409090909094,176,0.18,0.15,0,0.33,0,0,77,4,0,95,0,0,0.7040816326530612,0.033578947368421055,95,0.05,0.03,0,0,0.02,0,42,3,0,0,50,0
Ariel Jurado,0.2602439024390244,41,0.12,0.1,0.45,0.29,0,0,9,11,15,6,0,0,0.42857142857142855,0.03571428571428571,21,0.05,0.03,0.02,0.03,0,0,8,5,4,4,0,0
Joe Mantiply,0.26,23,0,0.14,0,0.31,0.36,0,0,10,0,2,11,0,0.8666666666666667,0.037333333333333336,15,0,0.06,0,0.02,0.01,0,0,8,0,1,6,0
Julian Merryweather,0.25991379310344825,116,0.23,0.13,0.33,0.3,0.33,0,73,1,16,21,5,0,0.6666666666666666,0.04272727272727273,55,0.04,0,0.05,0.05,0.04,0,37,0,7,8,3,0
Patrick Corbin,0.2597196261682243,535,0.12,0.15,0.38,0.33,0.23,0,108,144,238,36,9,0,0.6428571428571429,0.03891156462585034,294,0.04,0.03,0.04,0.03,0.17,0,58,98,106,25,7,0
Cristian Javier,0.2596891191709845,386,0.23,0,0.34,0.24,0.38,0,262,0,84,27,13,0,0.4485981308411215,0.04364485981308411,214,0.05,0,0.03,0.04,0.04,0,136,0,58,11,9,0
Jose Ruiz,0.2596551724137931,29,0.18,0,0.39,0,0.32,0,17,0,9,0,3,0,0.5714285714285714,0.032857142857142856,14,0.03,0,0.04,0,0.03,0,7,0,4,0,3,0
Buck Farmer,0.25936708860759494,158,0.14,0,0.43,0.37,0,0,82,0,23,53,0,0,0.5595238095238095,0.03357142857142857,84,0.05,0,0.03,0.01,0,0,42,0,15,27,0,0
Joe Musgrove,0.2587820512820513,312,0.13,0.1,0.41,0.29,0.41,0.25,94,46,77,27,47,21,0.6826347305389222,0.027844311377245513,167,0.04,0.03,0.02,0.02,0.02,0.04,43,25,52,15,22,10
Tyler Zuber,0.25862500000000005,160,0.25,0,0.27,0.27,0.22,0,66,0,70,14,10,0,0.5773195876288659,0.03071428571428572,98,0.04,0,0.02,0.01,0.04,0,53,0,35,7,3,0
Ray Black,0.25846153846153846,26,0.22,0,0.32,0,0,0,16,0,10,0,0,0,0.6428571428571429,0.038571428571428576,14,0.04,0,0.03,0,0,0,12,0,2,0,0,0
Vince Velasquez,0.25837579617834394,314,0.24,0.15,0.29,0.3,0,0,174,15,38,87,0,0,0.5816993464052288,0.03575163398692811,153,0.04,0.03,0.03,0.03,0.03,0,88,10,13,23,19,0
Burch Smith,0.25822784810126587,79,0.26,0,0,0.27,0.23,0,61,0,0,10,8,0,0.5909090909090909,0.03727272727272727,44,0.04,0,0,0.03,0.03,0,32,0,0,6,6,0
Chad Kuhl,0.2577813504823151,311,0.2,0.14,0.32,0.33,0,0,3,109,136,63,0,0,0.5177664974619289,0.03474747474747475,198,0.04,0.04,0.03,0.04,0.03,0,3,83,75,8,29,0
Joe Harvey,0.2577777777777778,27,0.18,0,0.33,0,0,0,13,0,14,0,0,0,0.6428571428571429,0.04,14,0.04,0,0.04,0,0,0,7,0,7,0,0,0
Matt Magill,0.25771428571428573,70,0.16,0,0.28,0,0.31,0,18,0,32,0,20,0,0.7333333333333333,0.03977777777777778,45,0.05,0,0.04,0,0.03,0,10,0,24,0,11,0
Corey Knebel,0.2576,100,0.27,0,0,0.23,0,0,69,0,0,31,0,0,0.4918032786885246,0.04241935483870968,62,0.04,0,0,0.09,0.04,0,40,0,0,3,19,0
Tommy Hunter,0.2573770491803279,183,0.4,0.13,0,0,0.46,0.23,2,66,0,0,49,66,0.6078431372549019,0.03441176470588235,102,0.04,0.04,0,0,0.03,0.03,1,44,0,0,18,39
Zach Davies,0.2569565217391304,437,0,0.11,0,0.35,0.37,0.13,0,127,0,255,8,47,0.56,0.043236363636363635,275,0,0.05,0,0.03,0.02,0.08,0,100,0,141,1,33
James Hoyt,0.25681034482758625,116,0.13,0.08,0.31,0.21,0,0,14,15,85,2,0,0,0.5932203389830508,0.03721311475409836,61,0.08,0.05,0.03,0,0,0,6,7,48,0,0,0
JT Brubaker,0.25627777777777777,360,0.21,0.14,0.36,0.2,0.39,0,36,139,129,16,40,0,0.6146341463414634,0.029902912621359225,206,0.04,0.03,0.03,0.02,0.02,0,25,91,63,5,22,0
Casey Sadler,0.256,150,0,0.14,0,0.4,0.4,0.23,0,53,0,6,45,46,0.5348837209302325,0.030000000000000002,86,0,0.03,0,0,0.03,0.03,0,28,0,0,32,26
Luke Jackson,0.2559745762711864,236,0.19,0,0.31,0,0.23,0.16,75,0,115,0,45,1,0.6212121212121212,0.03849624060150375,133,0.05,0,0.03,0,0.04,0.06,45,0,67,0,20,1
Matt Andriese,0.2558723404255319,235,0.2,0.13,0,0.31,0.28,0.27,86,11,0,101,20,17,0.5952380952380952,0.033650793650793646,126,0.05,0.03,0,0.02,0.03,0.05,43,8,0,56,11,8
Tommy Milone,0.2556637168141593,339,0.11,0.19,0.34,0.35,0.24,0,120,8,36,161,14,0,0.6740331491712708,0.05513812154696133,181,0.08,0.05,0.03,0.04,0.18,0,56,3,23,94,5,0
Adbert Alzolay,0.2552095808383234,167,0.17,0.15,0.38,0.22,0,0,43,43,69,12,0,0,0.5172413793103449,0.03126436781609196,87,0.05,0.02,0.03,0.03,0,0,17,23,41,6,0,0
Seth Romero,0.2551515151515152,33,0.14,0,0.33,0.33,0,0,13,0,9,11,0,0,0.6111111111111112,0.03777777777777778,18,0.04,0,0.05,0.02,0,0,7,0,6,5,0,0
Patrick Sandoval,0.25501766784452296,283,0.12,0,0.35,0.4,0.24,0,122,0,83,61,17,0,0.559748427672956,0.036226415094339624,159,0.03,0,0.06,0.03,0,0,82,0,39,32,6,0
Travis Bergen,0.255,60,0.27,0,0,0,0.21,0,45,0,0,0,15,0,0.4594594594594595,0.03702702702702703,37,0.05,0,0,0,0.01,0,25,0,0,0,12,0
Andrew Heaney,0.2543093922651934,543,0.21,0,0,0.3,0.33,0,315,0,0,110,118,0,0.6714801444043321,0.04647482014388489,278,0.06,0,0,0.04,0.02,0,149,0,0,70,59,0
Danny Duffy,0.25405034324942793,437,0.23,0.18,0.34,0.32,0.16,0,196,53,84,70,34,0,0.5702479338842975,0.03466942148760331,242,0.04,0.03,0.03,0.04,0.01,0,110,19,50,43,20,0
Codi Heuer,0.25395480225988704,177,0.14,0.16,0.49,0.35,0,0,6,116,45,10,0,0,0.5164835164835165,0.029130434782608697,92,0.03,0.03,0.03,0.02,0,0,3,63,18,8,0,0
Alex Young,0.2532908163265306,392,0.16,0.13,0,0.28,0.37,0.22,61,39,0,97,96,99,0.6421568627450981,0.03362745098039215,204,0.05,0.03,0,0.03,0.03,0.03,37,26,0,45,45,51
Anthony Bass,0.2525,168,0,0.12,0.42,0.36,0,0,0,92,67,9,0,0,0.6185567010309279,0.02602040816326531,98,0,0.03,0.02,0.02,0,0,0,59,34,5,0,0
Jeffrey Springs,0.25218274111675126,197,0,0.17,0.29,0.36,0,0,0,93,51,53,0,0,0.6224489795918368,0.031224489795918364,98,0,0.04,0.02,0.03,0,0,0,42,30,26,0,0
Gregory Soto,0.2518589743589744,156,0.19,0.17,0.48,0,0,0,3,112,41,0,0,0,0.5051546391752577,0.04387755102040817,98,0.02,0.05,0.02,0,0,0,2,78,18,0,0,0
Elieser Hernandez,0.25184549356223174,233,0.22,0,0.3,0.25,0,0,134,0,89,10,0,0,0.6822429906542056,0.04981308411214953,107,0.05,0,0.05,0.04,0,0,68,0,37,2,0,0
Frankie Montas,0.25171149144254273,409,0.21,0.16,0.34,0.42,0,0,93,161,93,62,0,0,0.6160337552742616,0.03080168776371308,237,0.04,0.03,0.03,0.02,0,0,51,95,59,32,0,0
Josh Lindblom,0.250606936416185,346,0.2,0,0.4,0.25,0.27,0.2,123,0,62,70,23,68,0.5989583333333334,0.03875,192,0.05,0,0.03,0.03,0.03,0.04,64,0,31,43,14,40
Sean Doolittle,0.2504,75,0.24,0,0.26,0.44,0,0,63,0,9,3,0,0,0.6571428571428571,0.03676470588235294,34,0.04,0,0.03,0.02,0,0,25,0,7,2,0,0
David Bednar,0.25,65,0.24,0,0,0.25,0.39,0,42,0,0,20,3,0,0.59375,0.036875000000000005,32,0.04,0,0,0.03,0.03,0,22,0,0,8,2,0
Taylor Hearn,0.2499300699300699,143,0.22,0.18,0.31,0.31,0,0,94,1,36,12,0,0,0.5342465753424658,0.03648648648648648,74,0.03,0,0.05,0.08,0,0,56,0,14,4,0,0
Tyler Anderson,0.24960919540229884,435,0.16,0.14,0,0.34,0.08,0.29,160,29,0,160,2,84,0.6704980842911877,0.04111111111111111,261,0.05,0.02,0,0.04,0.08,0.03,93,14,0,108,2,44
Garrett Richards,0.24940540540540537,370,0.16,0.16,0.36,0,0.32,0,167,33,147,0,23,0,0.6056338028169014,0.021549295774647887,213,0.02,0.03,0.02,0,0.03,0,96,15,84,0,18,0
Ian Kennedy,0.24933333333333335,135,0.26,0,0,0.28,0,0.21,74,0,0,23,0,38,0.6617647058823529,0.03955882352941177,68,0.04,0,0,0.04,0.02,0.05,33,0,0,8,10,17
David Peterson,0.24915697674418602,344,0.15,0.16,0.37,0.31,0.16,0,128,40,105,66,5,0,0.551219512195122,0.03365853658536585,205,0.04,0.02,0.02,0.05,0.06,0,74,23,65,40,3,0
Zach Plesac,0.24902439024390244,410,0.16,0,0.34,0.26,0.23,0,139,0,131,104,36,0,0.6473429951690821,0.03772946859903382,207,0.05,0,0.03,0.03,0.03,0,80,0,59,53,15,0
Junior Guerra,0.24895833333333336,192,0.21,0.13,0,0.32,0.47,0,64,60,0,36,32,0,0.6138613861386139,0.0355,100,0.04,0.03,0,0.04,0.03,0,31,31,0,24,14,0
Dylan Floro,0.24895348837209302,172,0.06,0.16,0.31,0.32,0,0,9,58,60,45,0,0,0.5567010309278351,0.023711340206185566,97,0.05,0.02,0.03,0.02,0,0,4,38,24,31,0,0
Wes Benjamin,0.24890052356020945,191,0.19,0.14,0.27,0.32,0.34,0,87,1,51,29,23,0,0.6428571428571429,0.047244897959183685,98,0.05,0,0.05,0.04,0.03,0,52,0,27,11,8,0
Brandon Workman,0.24886904761904763,168,0.21,0,0,0.3,0,0.22,35,0,0,65,0,68,0.494949494949495,0.04,99,0.04,0,0,0,0.04,0.04,21,0,0,0,45,33
Dylan Bundy,0.24827814569536424,453,0.18,0.13,0.4,0.25,0.2,0,169,45,114,112,13,0,0.5708955223880597,0.04240601503759399,266,0.05,0.05,0.03,0.04,0.05,0,92,27,68,66,13,0
Sixto Sanchez,0.2481818181818182,297,0.23,0.14,0.33,0.28,0.35,0,57,74,43,100,23,0,0.6729559748427673,0.03257861635220126,159,0.04,0.02,0.05,0.03,0.04,0,26,41,22,58,12,0
David Hess,0.24784615384615383,65,0.22,0,0.34,0.15,0.37,0,43,0,13,5,4,0,0.6,0.04687500000000001,32,0.05,0,0.04,0.04,0.03,0,24,0,4,2,2,0
Seth Lugo,0.24781893004115227,243,0.22,0.14,0.34,0.23,0.31,0,70,48,53,28,44,0,0.5882352941176471,0.03281481481481482,135,0.04,0.03,0.03,0.02,0.03,0,47,33,22,9,24,0
Nik Turley,0.24761006289308174,159,0.23,0,0,0,0.31,0,124,0,0,0,35,0,0.5714285714285714,0.030769230769230767,91,0.04,0,0,0,0.01,0,63,0,0,0,28,0
Garrett Cleavinger,0.2475,8,0.26,0,0.08,0,0.39,0,4,0,2,0,2,0,1,0.025,4,0.03,0,0.02,0,0,0,2,0,2,0,0,0
Jonathan Holder,0.24743455497382197,191,0.18,0,0.27,0.37,0.16,0.27,102,0,16,52,3,18,0.59,0.031700000000000006,100,0.04,0,0.02,0.02,0.03,0.03,52,0,6,29,2,11
Anibal Sanchez,0.24698901098901094,455,0.12,0.12,0,0.36,0.3,0.21,123,26,0,189,21,96,0.6489795918367347,0.03163934426229508,244,0.05,0.05,0,0.02,0.02,0.03,62,16,0,103,13,50
Hyun Jin Ryu,0.24644927536231884,552,0.17,0.15,0,0.32,0.32,0.21,123,41,0,186,64,138,0.5818181818181818,0.02978181818181818,275,0.04,0.02,0,0.02,0.03,0.04,54,23,0,99,37,62
Phillip Diehl,0.2463265306122449,49,0.16,0.15,0.33,0,0,0,22,2,25,0,0,0,0.52,0.054000000000000006,25,0.06,0.02,0.05,0,0,0,13,1,11,0,0,0
Yacksel Rios,0.24615384615384614,26,0.17,0,0.36,0.33,0.46,0,17,0,5,1,3,0,0.5294117647058824,0.04058823529411765,17,0.04,0,0.04,0.06,0.03,0,7,0,5,2,3,0
Noe Ramirez,0.24606666666666668,150,0.17,0,0,0.28,0.29,0,50,0,0,59,41,0,0.6,0.037976190476190476,84,0.06,0,0,0.02,0.03,0,33,0,0,32,19,0
German Marquez,0.24602671118530886,599,0.14,0.13,0.38,0.36,0,0,218,97,100,184,0,0,0.6627906976744186,0.030116618075801745,343,0.03,0.02,0.04,0.04,0.03,0,120,63,46,21,93,0
James Kaprielian,0.2459375,32,0.16,0.13,0.49,0.09,0.37,0,21,1,8,1,1,0,0.5294117647058824,0.05470588235294118,17,0.05,0.02,0.02,0.28,0,0,11,1,4,1,0,0
Trevor Williams,0.24568507157464212,489,0.16,0.14,0.42,0.28,0.39,0,234,48,113,74,20,0,0.6086956521739131,0.03198412698412698,252,0.04,0.04,0.02,0.02,0.02,0,126,25,54,38,9,0
Miguel Yajure,0.24542372881355934,59,0.21,0,0.22,0.28,0.24,0.27,21,0,1,16,10,11,0.5172413793103449,0.03551724137931035,29,0.05,0,0.03,0.02,0.02,0.07,8,0,1,10,6,4
Cole Irvin,0.24534883720930234,43,0.15,0.2,0.22,0.41,0,0,15,7,9,12,0,0,0.7727272727272727,0.025909090909090913,22,0.04,0.02,0.01,0.02,0,0,8,2,3,9,0,0
Glenn Sparkman,0.2453061224489796,49,0.2,0,0.29,0.16,0.16,0,20,0,26,2,1,0,0.5925925925925926,0.03518518518518518,27,0.04,0,0.03,0.04,0,0,12,0,13,2,0,0
Carlos Martinez,0.24518518518518517,189,0.16,0.11,0.3,0.4,0,0.18,71,22,54,40,0,2,0.6470588235294118,0.025784313725490195,102,0.04,0.02,0.02,0.01,0,0,38,16,31,17,0,0
Brad Wieck,0.245,6,0.2,0,0,0.29,0,0,3,0,0,3,0,0,0.4,0.032,5,0.04,0,0,0,0.02,0,3,0,0,0,2,0
Casey Mize,0.245,252,0.22,0.13,0.26,0.37,0,0,61,67,57,67,0,0,0.553030303030303,0.031363636363636364,132,0.05,0.02,0.04,0.02,0.03,0,26,34,33,33,6,0
Dillon Peters,0.24499999999999997,20,0.32,0,0.09,0.25,0.14,0,7,0,3,9,1,0,0.5555555555555556,0.03666666666666667,9,0.03,0,0.04,0.04,0,0,3,0,1,5,0,0
Brandon Brennan,0.2448076923076923,52,0.07,0.12,0.45,0.37,0,0,8,19,8,17,0,0,0.5,0.0309375,32,0.05,0.02,0.02,0.04,0,0,7,15,3,7,0,0
Trevor Richards,0.2446666666666667,300,0.18,0,0,0.34,0.23,0,143,0,0,105,52,0,0.5866666666666667,0.043,150,0.06,0,0,0.03,0.03,0,65,0,0,57,28,0
Jeremy Jeffress,0.24450381679389313,131,0.15,0.12,0,0.32,0,0,17,35,0,79,0,0,0.5747126436781609,0.027816091954022987,87,0.05,0.03,0,0.02,0.02,0,14,26,0,34,13,0
Carlos Estevez,0.24432558139534885,215,0.18,0,0.41,0.31,0,0,144,0,46,25,0,0,0.6206896551724138,0.04000000000000001,116,0.04,0,0.04,0.04,0,0,77,0,25,14,0,0
Anthony Kay,0.24427777777777776,180,0.22,0,0,0.29,0.28,0.28,112,0,0,29,33,6,0.4536082474226804,0.027216494845360827,97,0.03,0,0,0.03,0.01,0.06,63,0,0,13,18,3
Humberto Mejia,0.2441,100,0.2,0,0.36,0.26,0.27,0,59,0,18,8,15,0,0.6530612244897959,0.04081632653061224,49,0.05,0,0.02,0.04,0.03,0,28,0,7,4,10,0
Blake Parker,0.24375000000000005,136,0.14,0,0,0.3,0.27,0,45,0,0,76,15,0,0.5588235294117647,0.03880597014925372,67,0.04,0,0,0.04,0.03,0,30,0,0,29,8,0
Travis Lakins Sr.,0.2435680751173709,213,0.17,0,0,0.28,0.31,0.25,55,0,0,7,47,104,0.5603448275862069,0.03353448275862069,116,0.05,0,0,0.03,0.02,0.03,34,0,0,4,27,51
Justin Wilson,0.2433734939759036,166,0.24,0.25,0.16,0,0,0.25,92,2,2,0,0,70,0.5783132530120482,0.023493975903614458,83,0.03,0.01,0.07,0,0,0.01,44,1,4,0,0,34
Brandon Bailey,0.24319148936170212,47,0.17,0,0.11,0.32,0.49,0,25,0,5,10,7,0,0.5333333333333333,0.043333333333333335,30,0.05,0,0.04,0.04,0.02,0,18,0,2,6,4,0
Deivi Garcia,0.24309608540925268,281,0.22,0,0.37,0.24,0.29,0,174,0,20,52,35,0,0.636986301369863,0.041164383561643834,146,0.05,0,0.03,0.03,0.02,0,91,0,10,26,19,0
Kyle Nelson,0.24307692307692308,13,0.12,0,0.28,0,0,0,3,0,10,0,0,0,0.8333333333333334,0.04,6,0.06,0,0.03,0,0,0,2,0,4,0,0,0
Colten Brewer,0.24306451612903227,248,0.08,0.19,0.29,0,0.32,0.19,6,2,55,0,64,121,0.6475409836065574,0.03237704918032787,122,0.03,0.02,0.03,0,0.04,0.03,3,1,31,0,30,57
Charlie Morton,0.2429705882352941,340,0.19,0.12,0,0.33,0.36,0.27,119,71,0,9,116,25,0.672514619883041,0.034035087719298245,171,0.05,0.02,0,0.02,0.03,0.03,56,40,0,3,62,10
Corey Oswalt,0.242970297029703,101,0.17,0.16,0.31,0.35,0.39,0,45,9,27,18,2,0,0.6181818181818182,0.04381818181818181,55,0.06,0.04,0.03,0.02,0.03,0,27,3,15,8,2,0
James Paxton,0.2429508196721311,183,0.17,0,0,0.38,0,0.29,107,0,0,47,0,29,0.6888888888888889,0.045555555555555564,90,0.05,0,0,0.02,0.04,0.05,53,0,0,8,16,13
Edinson Volquez,0.2427906976744186,43,0.27,0.16,0,0.29,0,0,4,15,0,24,0,0,0.56,0.029615384615384616,26,0.04,0.02,0,0.03,0.03,0,4,5,0,13,4,0
Ashton Goudeau,0.24232142857142858,56,0.15,0,0,0.33,0.26,0,23,0,0,22,11,0,0.625,0.0375,40,0.05,0,0,0.03,0.03,0,15,0,0,16,9,0
Jose De Leon,0.24181818181818182,55,0,0.17,0.37,0.42,0,0,0,39,1,15,0,0,0.6388888888888888,0.03294117647058824,34,0,0.04,0,0.02,0,0,0,22,0,12,0,0
Sonny Gray,0.24134366925064601,387,0.15,0.14,0.4,0.24,0.33,0,94,110,72,17,94,0,0.5485232067510548,0.02919491525423729,236,0.03,0.04,0.01,0.04,0.02,0,48,88,33,13,54,0
Nick Wittgren,0.2413142857142857,175,0.18,0,0.38,0.29,0,0,102,0,30,43,0,0,0.5851063829787234,0.04073684210526316,95,0.05,0,0.03,0.03,0,0,51,0,16,28,0,0
Junior Fernandez,0.24119999999999997,25,0,0.15,0.23,0.35,0,0,0,13,1,11,0,0,0.6875,0.0375,16,0,0.04,0.07,0.03,0,0,0,8,1,7,0,0
Carson Fulmer,0.24096385542168672,83,0.18,0,0,0.36,0.12,0.31,43,0,0,20,6,14,0.4888888888888889,0.04108695652173913,46,0.05,0,0,0.04,0.03,0.02,21,0,0,14,6,5
Ljay Newsome,0.24090225563909778,133,0.2,0,0,0.28,0.28,0,65,0,0,33,35,0,0.7205882352941176,0.03985294117647059,68,0.05,0,0,0.02,0.04,0,33,0,0,17,18,0
Justin Shafer,0.24062499999999998,48,0.19,0.14,0.29,0,0.63,0,20,7,19,0,2,0,0.5,0.033,30,0.05,0.04,0.02,0,0.01,0,10,5,14,0,1,0
J.B. Wendelken,0.2403809523809524,210,0.21,0.14,0.32,0.34,0.21,0,103,21,56,13,17,0,0.631578947368421,0.03382608695652174,115,0.04,0.02,0.03,0.02,0.03,0,60,10,28,6,11,0
Trent Thornton,0.24029411764705877,68,0.19,0.15,0.3,0.16,0.29,0.3,25,4,16,5,1,17,0.5454545454545454,0.021818181818181816,33,0.03,0.04,0.01,0.01,0.01,0.02,15,1,9,1,1,6
Yusei Kikuchi,0.24013698630136987,365,0.23,0,0.31,0.35,0,0.21,128,0,62,16,0,159,0.5025906735751295,0.03231958762886598,194,0.04,0,0.03,0.02,0,0.03,56,0,31,11,0,96
Jake Odorizzi,0.24007352941176469,136,0.18,0,0.31,0.27,0.33,0.3,61,0,19,38,4,14,0.4666666666666667,0.0355,60,0.05,0,0.02,0.03,0.02,0.03,22,0,9,24,2,3
Anthony Castro,0.24000000000000002,8,0.08,0,0,0,0.4,0,4,0,0,0,4,0,0.2,0.02,5,0.02,0,0,0,0.02,0,3,0,0,0,2,0
Tyler Chatwood,0.23993197278911563,147,0.24,0.16,0,0.29,0.42,0.29,12,64,0,10,12,49,0.611764705882353,0.025813953488372097,86,0.03,0.03,0,0.03,0.02,0.02,5,38,0,7,9,27
Joey Gerber,0.2399038461538462,104,0.27,0.14,0.32,0,0,0,37,36,31,0,0,0,0.5645161290322581,0.0464516129032258,62,0.05,0.04,0.05,0,0,0,19,22,21,0,0,0
Jace Fry,0.23978102189781023,137,0.09,0.13,0,0.11,0.24,0.33,10,44,0,2,8,73,0.5,0.03320987654320988,81,0.04,0.03,0,0.02,0.08,0.03,8,27,0,2,4,40
Dan Winkler,0.23972413793103448,145,0.24,0.14,0,0,0.38,0.24,26,20,0,0,14,85,0.618421052631579,0.037763157894736846,76,0.03,0.05,0,0,0.03,0.04,17,11,0,0,11,37
Lance McCullers Jr.,0.23966480446927374,358,0.2,0.13,0,0.32,0,0.19,3,144,0,203,0,8,0.5826086956521739,0.020262008733624458,229,0.04,0.02,0,0.02,0.02,0.02,3,102,0,34,84,6
Steven Brault,0.23960655737704917,305,0.18,0.17,0.29,0.3,0.38,0,115,30,88,70,2,0,0.5536723163841808,0.025625,176,0.04,0.02,0.02,0.01,0,0,67,23,52,33,1,0
Sandy Alcantara,0.23953124999999997,320,0.23,0.15,0.38,0.28,0.31,0,87,118,62,35,18,0,0.603448275862069,0.029367816091954026,174,0.04,0.02,0.03,0.03,0.04,0,45,67,27,24,11,0
